at station,battery level,carried weight,carried light,carried heavy,conveyor light,conveyor heavy,Decision
CONVEYOR_LIGHT, 27,6,3,0,0,1,idle!
CONVEYOR_LIGHT, 26,6,3,0,0,1,idle!
CONVEYOR_LIGHT, 25,6,3,0,0,1,idle!
CONVEYOR_LIGHT, 24,6,3,0,0,1,idle!
CONVEYOR_LIGHT, 23,6,3,0,1,1,pick!
CONVEYOR_LIGHT, 21,8,4,0,0,1,move to DELIVERY!
OTHER, 19,8,4,0,1,1,move to DELIVERY!
OTHER, 17,8,4,0,1,1,move to DELIVERY!
DELIVERY, 15,8,4,0,1,2,place!
DELIVERY, 13,0,0,0,1,2,move to CONVEYOR_LIGHT!
OTHER, 11,0,0,0,1,2,move to CONVEYOR_LIGHT!
OTHER, 9,0,0,0,1,2,move to CHARGE1!
OTHER, 7,0,0,0,1,2,move to CHARGE1!
OTHER, 5,0,0,0,1,2,move to CHARGE1!
OTHER, 3,0,0,0,1,2,move to CHARGE1!
CHARGE1, 1,0,0,0,1,2,charge!
CHARGE1, 10,0,0,0,1,2,charge!
CHARGE1, 19,0,0,0,1,2,charge!
CHARGE1, 28,0,0,0,1,2,charge!
CHARGE1, 37,0,0,0,1,2,charge!
CHARGE1, 46,0,0,0,1,2,charge!
CHARGE1, 55,0,0,0,1,2,charge!
CHARGE1, 64,0,0,0,1,2,charge!
CHARGE1, 73,0,0,0,1,2,charge!
CHARGE1, 82,0,0,0,1,2,charge!
CHARGE1, 91,0,0,0,1,2,charge!
CHARGE1, 100,0,0,0,1,2,move to CONVEYOR_LIGHT!
OTHER, 98,0,0,0,1,3,move to CONVEYOR_LIGHT!
OTHER, 96,0,0,0,1,3,move to CONVEYOR_LIGHT!
OTHER, 94,0,0,0,1,3,move to CONVEYOR_LIGHT!
OTHER, 92,0,0,0,1,3,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 90,0,0,0,1,3,pick!
CONVEYOR_LIGHT, 88,2,1,0,0,3,move to CONVEYOR_HEAVY!
OTHER, 86,2,1,0,0,3,move to CONVEYOR_HEAVY!
CONVEYOR_HEAVY, 84,2,1,0,0,3,pick!
CONVEYOR_HEAVY, 82,6,1,1,0,2,pick!
CONVEYOR_HEAVY, 80,10,1,2,0,1,move to DELIVERY!
OTHER, 78,10,1,2,0,1,move to DELIVERY!
OTHER, 76,10,1,2,0,1,move to DELIVERY!
DELIVERY, 74,10,1,2,0,2,place!
DELIVERY, 72,0,0,0,0,2,move to CONVEYOR_HEAVY!
OTHER, 70,0,0,0,1,3,move to CONVEYOR_LIGHT!
OTHER, 68,0,0,0,1,3,move to CONVEYOR_LIGHT!
OTHER, 66,0,0,0,1,3,move to CONVEYOR_LIGHT!
OTHER, 64,0,0,0,1,3,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 62,0,0,0,1,3,pick!
CONVEYOR_LIGHT, 60,2,1,0,0,3,move to CONVEYOR_HEAVY!
OTHER, 58,2,1,0,0,3,move to CONVEYOR_HEAVY!
CONVEYOR_HEAVY, 56,2,1,0,0,3,pick!
CONVEYOR_HEAVY, 54,6,1,1,0,2,pick!
CONVEYOR_HEAVY, 52,10,1,2,0,1,move to DELIVERY!
OTHER, 50,10,1,2,0,1,move to DELIVERY!
OTHER, 48,10,1,2,0,1,move to DELIVERY!
DELIVERY, 46,10,1,2,0,1,place!
DELIVERY, 44,0,0,0,0,1,idle!
DELIVERY, 43,0,0,0,0,1,idle!
DELIVERY, 42,0,0,0,0,1,idle!
DELIVERY, 41,0,0,0,0,2,move to CONVEYOR_HEAVY!
OTHER, 39,0,0,0,0,2,move to CONVEYOR_HEAVY!
OTHER, 37,0,0,0,0,2,move to CONVEYOR_HEAVY!
CONVEYOR_HEAVY, 35,0,0,0,0,2,pick!
CONVEYOR_HEAVY, 33,4,0,1,0,1,pick!
CONVEYOR_HEAVY, 31,8,0,2,1,0,move to DELIVERY!
OTHER, 29,8,0,2,2,0,move to DELIVERY!
OTHER, 27,8,0,2,2,0,move to DELIVERY!
DELIVERY, 25,8,0,2,2,0,place!
DELIVERY, 23,0,0,0,2,1,move to CONVEYOR_LIGHT!
OTHER, 21,0,0,0,2,1,move to CONVEYOR_LIGHT!
OTHER, 19,0,0,0,2,1,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 17,0,0,0,2,1,pick!
CONVEYOR_LIGHT, 15,2,1,0,1,1,pick!
CONVEYOR_LIGHT, 13,4,2,0,1,1,pick!
CONVEYOR_LIGHT, 11,6,3,0,1,1,pick!
CONVEYOR_LIGHT, 9,8,4,0,0,1,move to CHARGE1!
OTHER, 7,8,4,0,0,1,move to CHARGE1!
CONVEYOR_HEAVY, 5,8,4,0,0,1,move to CHARGE1!
OTHER, 3,8,4,0,0,1,move to CHARGE1!
OTHER, 1,8,4,0,0,2,move to CHARGE1!
CHARGE1, 0,8,4,0,0,2,charge!
CHARGE1, 9,8,4,0,0,2,charge!
CHARGE1, 18,8,4,0,0,2,charge!
CHARGE1, 27,8,4,0,0,2,charge!
CHARGE1, 36,8,4,0,0,2,charge!
CHARGE1, 45,8,4,0,0,2,charge!
CHARGE1, 54,8,4,0,0,2,charge!
CHARGE1, 63,8,4,0,0,2,charge!
CHARGE1, 72,8,4,0,0,2,charge!
CHARGE1, 81,8,4,0,0,2,charge!
CHARGE1, 90,8,4,0,0,2,charge!
CHARGE1, 99,8,4,0,0,2,charge!
CHARGE1, 100,8,4,0,0,2,move to DELIVERY!
OTHER, 98,8,4,0,0,2,move to DELIVERY!
DELIVERY, 96,8,4,0,0,2,place!
DELIVERY, 94,0,0,0,0,2,move to CONVEYOR_HEAVY!
OTHER, 92,0,0,0,0,2,move to CONVEYOR_HEAVY!
OTHER, 90,0,0,0,0,2,move to CONVEYOR_HEAVY!
CONVEYOR_HEAVY, 88,0,0,0,1,2,pick!
CONVEYOR_HEAVY, 86,4,0,1,1,1,pick!
CONVEYOR_HEAVY, 84,8,0,2,1,0,move to DELIVERY!
OTHER, 82,8,0,2,1,0,move to DELIVERY!
OTHER, 80,8,0,2,2,0,move to DELIVERY!
DELIVERY, 78,8,0,2,2,0,place!
DELIVERY, 76,0,0,0,2,0,move to CONVEYOR_LIGHT!
OTHER, 74,0,0,0,2,0,move to CONVEYOR_LIGHT!
OTHER, 72,0,0,0,2,0,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 70,0,0,0,2,0,pick!
CONVEYOR_LIGHT, 68,2,1,0,1,0,pick!
CONVEYOR_LIGHT, 66,4,2,0,0,0,idle!
CONVEYOR_LIGHT, 65,4,2,0,0,0,idle!
CONVEYOR_LIGHT, 64,4,2,0,0,0,idle!
CONVEYOR_LIGHT, 63,4,2,0,0,0,idle!
CONVEYOR_LIGHT, 62,4,2,0,1,0,pick!
CONVEYOR_LIGHT, 60,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 59,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 58,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 57,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 56,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 55,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 54,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 53,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 52,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 51,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 50,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 49,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 48,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 47,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 46,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 45,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 44,6,3,0,0,0,idle!
CONVEYOR_LIGHT, 43,6,3,0,1,0,pick!
CONVEYOR_LIGHT, 41,8,4,0,0,0,move to DELIVERY!
OTHER, 39,8,4,0,0,0,move to DELIVERY!
OTHER, 37,8,4,0,0,0,move to DELIVERY!
DELIVERY, 35,8,4,0,1,0,place!
DELIVERY, 33,0,0,0,1,0,move to CONVEYOR_LIGHT!
OTHER, 31,0,0,0,1,0,move to CONVEYOR_LIGHT!
OTHER, 29,0,0,0,1,0,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 27,0,0,0,2,1,pick!
CONVEYOR_LIGHT, 25,2,1,0,1,1,pick!
CONVEYOR_LIGHT, 23,4,2,0,0,1,idle!
CONVEYOR_LIGHT, 22,4,2,0,0,1,idle!
CONVEYOR_LIGHT, 21,4,2,0,0,1,idle!
CONVEYOR_LIGHT, 20,4,2,0,0,1,idle!
CONVEYOR_LIGHT, 19,4,2,0,0,1,idle!
CONVEYOR_LIGHT, 18,4,2,0,0,1,idle!
CONVEYOR_LIGHT, 17,4,2,0,0,1,idle!
CONVEYOR_LIGHT, 16,4,2,0,0,2,move to CONVEYOR_HEAVY!
OTHER, 14,4,2,0,0,2,move to CONVEYOR_HEAVY!
CONVEYOR_HEAVY, 12,4,2,0,0,2,pick!
CONVEYOR_HEAVY, 10,8,2,1,1,1,move to CHARGE1!
OTHER, 8,8,2,1,1,1,move to CHARGE1!
OTHER, 6,8,2,1,1,1,move to CHARGE1!
CHARGE1, 4,8,2,1,1,1,charge!
OTHER, 100,0,0,0,0,0,idle!
OTHER, 99,0,0,0,0,0,idle!
OTHER, 98,0,0,0,0,0,idle!
OTHER, 97,0,0,0,0,0,idle!
OTHER, 96,0,0,0,0,0,idle!
OTHER, 95,0,0,0,0,0,idle!
OTHER, 94,0,0,0,0,0,idle!
OTHER, 93,0,0,0,1,0,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 91,0,0,0,1,0,pick!
CONVEYOR_LIGHT, 89,2,1,0,0,1,idle!
CONVEYOR_LIGHT, 88,2,1,0,0,1,idle!
CONVEYOR_LIGHT, 87,2,1,0,0,1,idle!
CONVEYOR_LIGHT, 86,2,1,0,0,1,idle!
CONVEYOR_LIGHT, 85,2,1,0,1,1,pick!
CONVEYOR_LIGHT, 83,4,2,0,1,1,pick!
CONVEYOR_LIGHT, 81,6,3,0,1,2,pick!
CONVEYOR_LIGHT, 79,8,4,0,0,2,move to DELIVERY!
OTHER, 77,8,4,0,0,2,move to DELIVERY!
OTHER, 75,8,4,0,0,2,move to DELIVERY!
DELIVERY, 73,8,4,0,0,2,place!
DELIVERY, 71,0,0,0,0,2,move to CONVEYOR_HEAVY!
OTHER, 69,0,0,0,0,2,move to CONVEYOR_HEAVY!
OTHER, 67,0,0,0,0,2,move to CONVEYOR_HEAVY!
CONVEYOR_HEAVY, 65,0,0,0,0,2,pick!
CONVEYOR_HEAVY, 63,4,0,1,1,1,pick!
CONVEYOR_HEAVY, 61,8,0,2,1,0,move to DELIVERY!
OTHER, 59,8,0,2,1,0,move to DELIVERY!
OTHER, 57,8,0,2,2,0,move to DELIVERY!
DELIVERY, 55,8,0,2,3,0,place!
DELIVERY, 53,0,0,0,3,0,move to CONVEYOR_LIGHT!
OTHER, 51,0,0,0,4,0,move to CONVEYOR_LIGHT!
OTHER, 49,0,0,0,4,1,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 47,0,0,0,4,1,pick!
CONVEYOR_LIGHT, 45,2,1,0,3,1,pick!
CONVEYOR_LIGHT, 43,4,2,0,2,1,pick!
CONVEYOR_LIGHT, 41,6,3,0,1,1,pick!
CONVEYOR_LIGHT, 39,8,4,0,0,1,move to DELIVERY!
OTHER, 37,8,4,0,0,1,move to DELIVERY!
OTHER, 35,8,4,0,0,1,move to DELIVERY!
DELIVERY, 33,8,4,0,0,1,place!
DELIVERY, 31,0,0,0,0,1,idle!
DELIVERY, 30,0,0,0,1,1,move to CONVEYOR_LIGHT!
OTHER, 28,0,0,0,1,2,move to CONVEYOR_LIGHT!
OTHER, 26,0,0,0,1,2,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 24,0,0,0,1,2,pick!
CONVEYOR_LIGHT, 22,2,1,0,0,2,move to CONVEYOR_HEAVY!
OTHER, 20,2,1,0,1,2,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 18,2,1,0,1,2,pick!
CONVEYOR_LIGHT, 16,4,2,0,1,2,pick!
CONVEYOR_LIGHT, 14,6,3,0,0,2,move to CONVEYOR_HEAVY!
OTHER, 12,6,3,0,0,2,move to CONVEYOR_HEAVY!
CONVEYOR_HEAVY, 10,6,3,0,0,2,move to CHARGE1!
OTHER, 8,6,3,0,0,2,move to CHARGE1!
OTHER, 6,6,3,0,1,2,move to CHARGE1!
CHARGE1, 4,6,3,0,1,2,charge!
CHARGE1, 13,6,3,0,1,3,charge!
CHARGE1, 22,6,3,0,1,3,charge!
CHARGE1, 31,6,3,0,1,3,charge!
CHARGE1, 40,6,3,0,1,3,charge!
CHARGE1, 49,6,3,0,1,3,charge!
CHARGE1, 58,6,3,0,1,3,charge!
CHARGE1, 67,6,3,0,1,3,charge!
CHARGE1, 76,6,3,0,1,4,charge!
CHARGE1, 85,6,3,0,1,4,charge!
CHARGE1, 94,6,3,0,2,4,charge!
CHARGE1, 100,6,3,0,2,4,move to CONVEYOR_LIGHT!
OTHER, 98,6,3,0,2,4,move to CONVEYOR_LIGHT!
OTHER, 96,6,3,0,3,4,move to CONVEYOR_LIGHT!
OTHER, 94,6,3,0,3,4,move to CONVEYOR_LIGHT!
OTHER, 92,6,3,0,4,4,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 90,6,3,0,4,4,pick!
CONVEYOR_LIGHT, 88,8,4,0,3,4,move to DELIVERY!
OTHER, 86,8,4,0,3,4,move to DELIVERY!
OTHER, 84,8,4,0,3,4,move to DELIVERY!
DELIVERY, 82,8,4,0,3,4,place!
DELIVERY, 80,0,0,0,4,4,move to CONVEYOR_LIGHT!
OTHER, 78,0,0,0,4,4,move to CONVEYOR_LIGHT!
OTHER, 76,0,0,0,5,4,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 74,0,0,0,5,4,pick!
CONVEYOR_LIGHT, 72,2,1,0,4,4,pick!
CONVEYOR_LIGHT, 70,4,2,0,3,4,pick!
CONVEYOR_LIGHT, 68,6,3,0,2,4,pick!
CONVEYOR_LIGHT, 66,8,4,0,1,4,move to DELIVERY!
OTHER, 64,8,4,0,1,4,move to DELIVERY!
OTHER, 62,8,4,0,1,4,move to DELIVERY!
DELIVERY, 60,8,4,0,1,4,place!
DELIVERY, 58,0,0,0,1,4,move to CONVEYOR_LIGHT!
OTHER, 56,0,0,0,1,4,move to CONVEYOR_LIGHT!
OTHER, 54,0,0,0,1,4,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 52,0,0,0,1,4,pick!
CONVEYOR_LIGHT, 50,2,1,0,0,4,move to CONVEYOR_HEAVY!
OTHER, 48,2,1,0,0,4,move to CONVEYOR_HEAVY!
CONVEYOR_HEAVY, 46,2,1,0,0,4,pick!
CONVEYOR_HEAVY, 44,6,1,1,1,3,pick!
CONVEYOR_HEAVY, 42,10,1,2,1,2,move to DELIVERY!
OTHER, 40,10,1,2,1,2,move to DELIVERY!
OTHER, 38,10,1,2,1,2,move to DELIVERY!
DELIVERY, 36,10,1,2,1,2,place!
DELIVERY, 34,0,0,0,2,2,move to CONVEYOR_LIGHT!
OTHER, 32,0,0,0,2,2,move to CONVEYOR_LIGHT!
OTHER, 30,0,0,0,2,2,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 28,0,0,0,3,2,pick!
CONVEYOR_LIGHT, 26,2,1,0,2,2,pick!
CONVEYOR_LIGHT, 24,4,2,0,1,2,pick!
CONVEYOR_LIGHT, 22,6,3,0,0,2,move to CONVEYOR_HEAVY!
OTHER, 20,6,3,0,0,2,move to CONVEYOR_HEAVY!
CONVEYOR_HEAVY, 18,6,3,0,0,2,pick!
CONVEYOR_HEAVY, 16,10,3,1,0,1,move to DELIVERY!
OTHER, 14,10,3,1,0,1,move to DELIVERY!
OTHER, 12,10,3,1,0,1,move to DELIVERY!
DELIVERY, 10,10,3,1,1,1,move to CHARGE1!
OTHER, 8,10,3,1,1,1,move to CHARGE1!
CHARGE1, 6,10,3,1,1,1,charge!
CHARGE1, 15,10,3,1,1,1,charge!
CHARGE1, 24,10,3,1,1,1,charge!
CHARGE1, 33,10,3,1,1,1,charge!
CHARGE1, 42,10,3,1,2,1,charge!
CHARGE1, 51,10,3,1,2,1,charge!
CHARGE1, 60,10,3,1,2,1,charge!
CHARGE1, 69,10,3,1,2,1,charge!
CHARGE1, 78,10,3,1,3,1,charge!
CHARGE1, 87,10,3,1,3,1,charge!
CHARGE1, 96,10,3,1,3,1,charge!
CHARGE1, 100,10,3,1,3,1,move to DELIVERY!
OTHER, 98,10,3,1,3,1,move to DELIVERY!
DELIVERY, 96,10,3,1,3,1,place!
DELIVERY, 94,0,0,0,3,1,move to CONVEYOR_LIGHT!
OTHER, 92,0,0,0,3,1,move to CONVEYOR_LIGHT!
OTHER, 90,0,0,0,3,1,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 88,0,0,0,3,1,pick!
CONVEYOR_LIGHT, 86,2,1,0,2,1,pick!
CONVEYOR_LIGHT, 84,4,2,0,1,1,pick!
CONVEYOR_LIGHT, 82,6,3,0,0,1,idle!
CONVEYOR_LIGHT, 81,6,3,0,0,1,idle!
CONVEYOR_LIGHT, 80,6,3,0,0,1,idle!
CONVEYOR_LIGHT, 79,6,3,0,0,1,idle!
CONVEYOR_LIGHT, 78,6,3,0,1,1,pick!
CONVEYOR_LIGHT, 76,8,4,0,0,1,move to DELIVERY!
OTHER, 74,8,4,0,0,1,move to DELIVERY!
OTHER, 72,8,4,0,0,1,move to DELIVERY!
DELIVERY, 70,8,4,0,0,1,place!
DELIVERY, 68,0,0,0,0,1,idle!
DELIVERY, 67,0,0,0,1,1,move to CONVEYOR_LIGHT!
OTHER, 65,0,0,0,1,1,move to CONVEYOR_LIGHT!
OTHER, 63,0,0,0,1,1,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 61,0,0,0,1,2,pick!
CONVEYOR_LIGHT, 59,2,1,0,1,2,pick!
CONVEYOR_LIGHT, 57,4,2,0,0,2,move to CONVEYOR_HEAVY!
OTHER, 55,4,2,0,0,2,move to CONVEYOR_HEAVY!
CONVEYOR_HEAVY, 53,4,2,0,0,2,pick!
CONVEYOR_HEAVY, 51,8,2,1,0,1,move to DELIVERY!
OTHER, 49,8,2,1,0,1,move to DELIVERY!
OTHER, 47,8,2,1,0,1,move to DELIVERY!
DELIVERY, 45,8,2,1,0,1,place!
DELIVERY, 43,0,0,0,0,1,idle!
DELIVERY, 42,0,0,0,0,1,idle!
DELIVERY, 41,0,0,0,0,1,idle!
DELIVERY, 40,0,0,0,1,1,move to CONVEYOR_LIGHT!
OTHER, 38,0,0,0,1,1,move to CONVEYOR_LIGHT!
OTHER, 36,0,0,0,1,1,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 34,0,0,0,1,1,pick!
CONVEYOR_LIGHT, 32,2,1,0,1,1,pick!
CONVEYOR_LIGHT, 30,4,2,0,0,2,move to CONVEYOR_HEAVY!
OTHER, 28,4,2,0,0,3,move to CONVEYOR_HEAVY!
CONVEYOR_HEAVY, 26,4,2,0,0,3,pick!
CONVEYOR_HEAVY, 24,8,2,1,0,2,move to DELIVERY!
OTHER, 22,8,2,1,0,2,move to DELIVERY!
OTHER, 20,8,2,1,0,2,move to DELIVERY!
DELIVERY, 18,8,2,1,0,2,place!
DELIVERY, 16,0,0,0,1,2,move to CONVEYOR_LIGHT!
OTHER, 14,0,0,0,1,2,move to CONVEYOR_LIGHT!
OTHER, 12,0,0,0,1,2,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 10,0,0,0,1,2,move to CHARGE1!
OTHER, 8,0,0,0,1,2,move to CHARGE1!
CONVEYOR_HEAVY, 6,0,0,0,1,2,move to CHARGE1!
OTHER, 4,0,0,0,1,2,move to CHARGE1!
OTHER, 2,0,0,0,1,2,move to CHARGE1!
CHARGE1, 0,0,0,0,2,2,charge!
CHARGE1, 9,0,0,0,2,2,charge!
CHARGE1, 18,0,0,0,2,2,charge!
CHARGE1, 27,0,0,0,2,2,charge!
CHARGE1, 36,0,0,0,2,2,charge!
CHARGE1, 45,0,0,0,2,3,charge!
CHARGE1, 54,0,0,0,2,3,charge!
CHARGE1, 63,0,0,0,3,3,charge!
CHARGE1, 72,0,0,0,3,3,charge!
CHARGE1, 81,0,0,0,4,3,charge!
CHARGE1, 90,0,0,0,4,3,charge!
CHARGE1, 99,0,0,0,4,3,charge!
CHARGE1, 100,0,0,0,4,4,move to CONVEYOR_LIGHT!
OTHER, 98,0,0,0,4,4,move to CONVEYOR_LIGHT!
OTHER, 96,0,0,0,4,4,move to CONVEYOR_LIGHT!
OTHER, 94,0,0,0,4,4,move to CONVEYOR_LIGHT!
OTHER, 92,0,0,0,4,4,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 90,0,0,0,5,4,pick!
CONVEYOR_LIGHT, 88,2,1,0,4,4,pick!
CONVEYOR_LIGHT, 86,4,2,0,3,4,pick!
CONVEYOR_LIGHT, 84,6,3,0,2,4,pick!
CONVEYOR_LIGHT, 82,8,4,0,2,4,move to DELIVERY!
OTHER, 80,8,4,0,2,4,move to DELIVERY!
OTHER, 100,0,0,0,0,0,idle!
OTHER, 99,0,0,0,0,0,idle!
OTHER, 98,0,0,0,0,0,idle!
OTHER, 97,0,0,0,0,0,idle!
OTHER, 96,0,0,0,0,0,idle!
OTHER, 95,0,0,0,0,0,idle!
OTHER, 94,0,0,0,0,0,idle!
OTHER, 93,0,0,0,0,0,idle!
OTHER, 92,0,0,0,0,0,idle!
OTHER, 91,0,0,0,0,0,idle!
OTHER, 90,0,0,0,1,0,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 88,0,0,0,1,0,pick!
CONVEYOR_LIGHT, 86,2,1,0,0,0,idle!
CONVEYOR_LIGHT, 85,2,1,0,0,0,idle!
CONVEYOR_LIGHT, 84,2,1,0,1,0,pick!
CONVEYOR_LIGHT, 82,4,2,0,0,1,idle!
CONVEYOR_LIGHT, 81,4,2,0,0,1,idle!
CONVEYOR_LIGHT, 80,4,2,0,0,1,idle!
CONVEYOR_LIGHT, 79,4,2,0,0,1,idle!
CONVEYOR_LIGHT, 78,4,2,0,0,1,idle!
CONVEYOR_LIGHT, 77,4,2,0,0,2,move to CONVEYOR_HEAVY!
OTHER, 75,4,2,0,0,2,move to CONVEYOR_HEAVY!
CONVEYOR_HEAVY, 73,4,2,0,1,2,pick!
CONVEYOR_HEAVY, 71,8,2,1,1,2,move to DELIVERY!
OTHER, 69,8,2,1,1,2,move to DELIVERY!
OTHER, 67,8,2,1,1,2,move to DELIVERY!
DELIVERY, 65,8,2,1,1,2,place!
DELIVERY, 63,0,0,0,1,3,move to CONVEYOR_LIGHT!
OTHER, 61,0,0,0,1,3,move to CONVEYOR_LIGHT!
OTHER, 59,0,0,0,1,3,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 57,0,0,0,1,3,pick!
CONVEYOR_LIGHT, 55,2,1,0,0,3,move to CONVEYOR_HEAVY!
OTHER, 53,2,1,0,1,3,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 51,2,1,0,1,3,pick!
CONVEYOR_LIGHT, 49,4,2,0,1,3,pick!
CONVEYOR_LIGHT, 47,6,3,0,1,3,pick!
CONVEYOR_LIGHT, 45,8,4,0,0,3,move to DELIVERY!
OTHER, 43,8,4,0,0,3,move to DELIVERY!
OTHER, 41,8,4,0,0,3,move to DELIVERY!
DELIVERY, 39,8,4,0,0,3,place!
DELIVERY, 37,0,0,0,1,4,move to CONVEYOR_LIGHT!
OTHER, 35,0,0,0,1,4,move to CONVEYOR_LIGHT!
OTHER, 33,0,0,0,1,4,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 31,0,0,0,1,4,pick!
CONVEYOR_LIGHT, 29,2,1,0,0,4,move to CONVEYOR_HEAVY!
OTHER, 27,2,1,0,1,4,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 25,2,1,0,1,4,pick!
CONVEYOR_LIGHT, 23,4,2,0,1,4,pick!
CONVEYOR_LIGHT, 21,6,3,0,0,4,move to CONVEYOR_HEAVY!
OTHER, 19,6,3,0,0,4,move to CONVEYOR_HEAVY!
CONVEYOR_HEAVY, 17,6,3,0,0,4,pick!
CONVEYOR_HEAVY, 15,10,3,1,0,3,move to DELIVERY!
OTHER, 13,10,3,1,0,3,move to DELIVERY!
OTHER, 11,10,3,1,0,3,move to DELIVERY!
DELIVERY, 9,10,3,1,0,3,move to CHARGE1!
OTHER, 7,10,3,1,0,3,move to CHARGE1!
CHARGE1, 5,10,3,1,0,3,charge!
CHARGE1, 14,10,3,1,1,3,charge!
CHARGE1, 23,10,3,1,1,3,charge!
CHARGE1, 32,10,3,1,1,3,charge!
CHARGE1, 41,10,3,1,1,3,charge!
CHARGE1, 50,10,3,1,1,3,charge!
CHARGE1, 59,10,3,1,1,3,charge!
CHARGE1, 68,10,3,1,1,3,charge!
CHARGE1, 77,10,3,1,1,4,charge!
CHARGE1, 86,10,3,1,1,4,charge!
CHARGE1, 95,10,3,1,1,4,charge!
CHARGE1, 100,10,3,1,2,5,move to DELIVERY!
OTHER, 98,10,3,1,2,5,move to DELIVERY!
DELIVERY, 96,10,3,1,3,5,place!
DELIVERY, 94,0,0,0,3,5,move to CONVEYOR_LIGHT!
OTHER, 92,0,0,0,3,5,move to CONVEYOR_LIGHT!
OTHER, 90,0,0,0,3,5,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 88,0,0,0,4,5,pick!
CONVEYOR_LIGHT, 86,2,1,0,3,6,pick!
CONVEYOR_LIGHT, 84,4,2,0,2,6,pick!
CONVEYOR_LIGHT, 82,6,3,0,1,6,pick!
CONVEYOR_LIGHT, 80,8,4,0,0,6,move to DELIVERY!
OTHER, 78,8,4,0,0,6,move to DELIVERY!
OTHER, 76,8,4,0,0,6,move to DELIVERY!
DELIVERY, 74,8,4,0,1,6,place!
DELIVERY, 72,0,0,0,1,6,move to CONVEYOR_LIGHT!
OTHER, 70,0,0,0,1,6,move to CONVEYOR_LIGHT!
OTHER, 68,0,0,0,1,6,move to CONVEYOR_LIGHT!
CONVEYOR_LIGHT, 66,0,0,0,2,6,pick!
CONVEYOR_LIGHT, 64,2,1,0,1,6,pick!
CONVEYOR_LIGHT, 62,4,2,0,0,6,move to CONVEYOR_HEAVY!
OTHER, 60,4,2,0,0,6,move to CONVEYOR_HEAVY!
CONVEYOR_HEAVY, 58,4,2,0,0,7,pick!
CONVEYOR_HEAVY, 56,8,2,1,0,6,move to DELIVERY!
OTHER, 54,8,2,1,0,6,move to DELIVERY!
OTHER, 52,8,2,1,0,7,move to DELIVERY!
DELIVERY, 50,8,2,1,0,7,place!
DELIVERY, 48,0,0,0,0,7,move to CONVEYOR_HEAVY!
OTHER, 46,0,0,0,0,7,move to CONVEYOR_HEAVY!
OTHER, 44,0,0,0,0,7,move to CONVEYOR_HEAVY!
CONVEYOR_HEAVY, 42,0,0,0,0,8,pick!
CONVEYOR_HEAVY, 40,4,0,1,0,7,pick!
CONVEYOR_HEAVY, 38,8,0,2,0,6,move to DELIVERY!
OTHER, 36,8,0,2,1,6,move to DELIVERY!
OTHER, 34,8,0,2,1,6,move to DELIVERY!
DELIVERY, 32,8,0,2,1,6,place!
DELIVERY, 30,0,0,0,1,6,move to CONVEYOR_LIGHT!
OTHER, 28,0,0,0,1,6,move to CONVEYOR_LIGHT!
OTHER, 26,0,0,0,1,6,move to CONVEYOR_LIGHT!
